Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
Agartala,1945,-,-,-,-,-,-,-,-,-,-,-
Agartala,1961,-,-,-,-,-,-,-,-,-,-,-
Agartala,1962,-,-,-,-,-,-,-,-,-,-,-
Agartala,1973,-,-,-,-,-,-,-,-,-,-,-
Agartala,1974,-,-,-,-,-,-,-,-,-,-,-
Agartala,1975,-,-,-,-,-,-,-,-,-,-,-
Agartala,1976,-,-,-,-,-,-,-,-,-,-,-
Agartala,1977,-,-,-,-,-,-,-,-,-,-,-
Agartala,1978,-,-,-,-,-,-,-,-,-,-,-
Agartala,1979,25.7,31.4,20.3,-,-,106,0,65,6,1,2
Agartala,1980,-,-,-,-,-,-,-,-,-,-,-
Agartala,1981,-,-,-,-,-,-,-,-,-,-,-
Agartala,1982,-,-,-,-,-,-,-,-,-,-,-
Agartala,1983,-,-,-,-,-,-,-,-,-,-,-
Agartala,1984,-,-,-,-,-,-,-,-,-,-,-
Agartala,1985,-,-,-,-,-,-,-,-,-,-,-
Agartala,1986,-,-,-,-,-,-,-,-,-,-,-
Agartala,1987,-,-,-,-,-,-,-,-,-,-,-
Agartala,1988,-,-,-,-,-,-,-,-,-,-,-
Agartala,1989,-,-,-,-,-,-,-,-,-,-,-
Agartala,1990,-,-,-,-,-,-,-,-,-,-,-
Agartala,1991,25.1,30.1,19.4,2448.05,4.0,138,0,117,18,0,1
Agartala,1992,25.2,30.5,19.8,1239.77,3.6,107,0,83,25,1,1
Agartala,1993,24.5,30.1,19.2,2798.03,3.3,132,2,103,17,0,1
Agartala,1994,24.8,30.8,19.3,1497.60,4.5,121,0,72,17,1,1
Agartala,1995,25.1,30.7,18.9,2139.46,3.7,133,0,81,22,1,1
Agartala,1996,-,-,-,-,-,112,0,64,26,0,1
Agartala,1997,-,-,-,-,-,-,-,-,-,-,-
Agartala,1998,-,-,-,-,-,-,-,-,-,-,-
Agartala,1999,25.9,31.1,20.9,-,2.6,112,0,60,54,0,1
Agartala,2000,24.7,30.3,20.2,-,2.4,132,0,79,48,0,1
Agartala,2001,24.9,30.7,20.2,2065.31,2.2,126,0,78,84,0,0
Agartala,2002,-,-,-,-,-,-,-,-,-,-,-
Agartala,2003,-,-,-,-,-,-,-,-,-,-,-
Agartala,2004,-,-,-,-,-,124,1,89,42,0,1
Agartala,2005,-,-,-,-,-,-,-,-,-,-,-
Agartala,2006,25.6,31.4,21.0,1885.44,2.4,127,0,92,41,0,0
Agartala,2007,24.7,30.4,20.1,2882.39,2.9,131,0,79,38,0,0
Agartala,2008,25.0,30.6,20.3,-,3.5,126,0,61,42,0,0
Agartala,2009,25.5,31.5,20.9,-,3.3,120,0,83,31,0,1
Agartala,2010,25.4,31.2,21.0,-,3.8,123,0,79,33,0,0
Agartala,2011,24.7,30.6,20.2,1463.24,2.9,125,0,67,41,0,0
Agartala,2012,25.0,30.7,20.5,-,3.0,121,0,65,35,0,0
Agartala,2013,24.9,31.2,20.2,1939.75,2.9,137,0,60,40,1,0
Agartala,2014,-,-,-,-,-,-,-,-,-,-,-
Agra,1942,-,-,-,-,-,-,-,-,-,-,-
Agra,1943,25.3,32.6,18.5,-,10.4,77,0,21,13,0,0
Agra,1944,25.4,32.6,18.7,-,11.1,80,0,31,16,0,0
Agra,1945,25.4,32.8,18.5,-,12.0,75,0,21,16,0,0
Agra,1946,-,-,-,-,-,-,-,-,-,-,-
Agra,1973,-,-,-,-,-,-,-,-,-,-,-
Agra,1974,-,-,-,-,-,-,-,-,-,-,-
Agra,1975,-,-,-,-,-,-,-,-,-,-,-
Agra,1976,-,-,-,-,-,-,-,-,-,-,-
Agra,1977,-,-,-,-,-,-,-,-,-,-,-
Agra,1978,-,-,-,-,-,-,-,-,-,-,-
Agra,1979,-,-,-,-,-,-,-,-,-,-,-
Agra,1980,-,-,-,-,-,-,-,-,-,-,-
Agra,1981,-,-,-,-,-,-,-,-,-,-,-
Agra,1982,-,-,-,-,-,-,-,-,-,-,-
Agra,1983,-,-,-,-,-,-,-,-,-,-,-
Agra,1984,-,-,-,-,-,-,-,-,-,-,-
Agra,1985,-,-,-,-,-,-,-,-,-,-,-
Agra,1986,-,-,-,-,-,-,-,-,-,-,-
Agra,1987,-,-,-,-,-,-,-,-,-,-,-
Agra,1988,-,-,-,-,-,-,-,-,-,-,-
Agra,1989,-,-,-,-,-,-,-,-,-,-,-
Agra,1990,-,-,-,-,-,-,-,-,-,-,-
Agra,1991,-,-,-,-,-,-,-,-,-,-,-
Agra,1992,-,-,-,-,-,-,-,-,-,-,-
Agra,1993,-,-,-,-,-,-,-,-,-,-,-
Agra,1994,-,-,-,-,-,-,-,-,-,-,-
Agra,1995,-,-,-,-,-,-,-,-,-,-,-
Agra,1996,-,-,-,-,-,-,-,-,-,-,-
Agra,1997,-,-,-,-,-,-,-,-,-,-,-
Agra,1998,-,-,-,-,-,-,-,-,-,-,-
Agra,1999,-,-,-,-,-,-,-,-,-,-,-
Agra,2000,-,-,-,-,-,-,-,-,-,-,-
Agra,2001,-,-,-,-,-,-,-,-,-,-,-
Agra,2002,-,-,-,-,-,-,-,-,-,-,-
Agra,2003,-,-,-,-,-,-,-,-,-,-,-
Agra,2004,-,-,-,-,-,-,-,-,-,-,-
Agra,2005,-,-,-,-,-,-,-,-,-,-,-
Agra,2006,-,-,-,-,-,-,-,-,-,-,-
Agra,2007,-,-,-,-,-,-,-,-,-,-,-
Agra,2008,-,-,-,-,-,-,-,-,-,-,-
Agra,2009,-,-,-,-,-,-,-,-,-,-,-
Agra,2010,-,-,-,-,-,-,-,-,-,-,-
Agra,2011,-,-,-,-,-,-,-,-,-,-,-
Agra,2012,-,-,-,-,-,-,-,-,-,-,-
Agra,2013,-,-,-,-,-,-,-,-,-,-,-
Agra,2014,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1957,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1958,26.6,33.5,21.1,846.59,10.8,45,0,12,0,0,0
Ahmadabad,1959,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1960,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1961,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1962,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1973,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1974,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1975,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1976,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1977,27.4,34.1,21.3,-,-,72,0,25,1,0,0
Ahmadabad,1978,27.0,33.6,21.2,-,8.6,67,1,20,1,0,2
Ahmadabad,1979,27.2,33.9,21.4,576.33,8.6,61,0,13,0,0,4
Ahmadabad,1980,27.5,34.3,21.3,666.77,8.1,61,2,16,1,0,1
Ahmadabad,1981,27.0,33.7,20.8,-,8.2,59,1,16,0,0,0
Ahmadabad,1982,27.1,33.4,21.0,680.98,7.6,42,0,10,1,0,1
Ahmadabad,1983,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1984,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1985,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1986,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1987,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1988,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,1989,27.1,34.1,21.1,635.27,-,46,0,22,4,0,0
Ahmadabad,1990,27.0,33.7,21.3,854.14,7.6,65,0,11,4,0,1
Ahmadabad,1991,27.2,34.4,20.7,530.65,6.1,41,0,8,0,0,1
Ahmadabad,1992,27.2,34.3,20.7,566.93,7.8,43,0,20,5,1,1
Ahmadabad,1993,28.0,34.9,21.7,738.61,7.8,36,0,14,4,0,0
Ahmadabad,1994,27.0,33.7,20.9,1891.73,6.8,64,0,14,4,0,0
Ahmadabad,1995,27.6,34.5,21.4,372.89,7.7,37,0,9,2,0,1
Ahmadabad,1996,27.1,34.3,21.0,1064.20,7.9,61,0,17,5,0,1
Ahmadabad,1997,26.5,33.0,20.8,1115.57,7.6,80,1,32,6,1,0
Ahmadabad,1998,27.3,34.4,21.0,927.64,7.3,65,0,28,4,0,0
Ahmadabad,1999,26.9,34.3,20.5,514.07,6.8,50,0,17,5,0,1
Ahmadabad,2000,27.6,35.1,20.3,-,7.0,38,0,12,1,0,1
Ahmadabad,2001,27.1,34.4,20.5,-,7.8,66,0,17,2,0,1
Ahmadabad,2002,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,2003,27.2,34.4,21.2,921.80,8.4,63,0,21,2,0,4
Ahmadabad,2004,27.3,34.6,21.0,815.82,8.6,61,0,16,4,0,0
Ahmadabad,2005,-,-,-,-,-,-,-,-,-,-,-
Ahmadabad,2006,27.4,34.3,21.0,1073.91,7.7,68,0,21,2,0,0
Ahmadabad,2007,27.5,34.5,21.1,-,7.9,67,1,27,4,0,4
Ahmadabad,2008,26.6,33.9,20.7,-,6.8,62,0,16,3,0,0
Ahmadabad,2009,28.0,35.3,21.8,-,10.4,42,2,22,1,0,0
Ahmadabad,2010,27.8,35.1,21.9,-,12.8,87,4,32,1,0,2
Ahmadabad,2011,28.9,35.3,21.3,-,8.2,69,1,15,0,0,3
Ahmadabad,2012,27.9,35.0,20.6,-,8.4,61,1,25,5,1,0
Ahmadabad,2013,27.0,34.1,20.6,1016.52,8.8,80,0,28,1,0,1
Ahmadabad,2014,-,-,-,-,-,-,-,-,-,-,-
AKOLA,1961,-,-,-,-,-,-,-,-,-,-,-
AKOLA,1962,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2003,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2004,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2005,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2006,27.6,34.6,21.1,-,2.4,54,0,25,0,0,0
AKOLA,2007,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2008,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2009,28.3,35.6,21.5,-,2.3,54,0,20,1,0,1
AKOLA,2010,-,-,-,-,-,-,-,-,-,-,-
AKOLA,2011,27.4,35.0,19.6,690.63,2.1,51,0,18,0,0,0
AKOLA,2012,27.5,34.7,20.9,-,2.1,51,0,13,0,0,0
AKOLA,2013,27.2,33.9,21.4,-,2.8,70,0,19,0,0,0
AKOLA,2014,-,-,-,-,-,-,-,-,-,-,-
Akola,1973,-,-,-,-,-,-,-,-,-,-,-
Akola,1974,-,-,-,-,-,-,-,-,-,-,-
Akola,1975,-,-,-,-,-,-,-,-,-,-,-
Akola,1976,-,-,-,-,-,-,-,-,-,-,-
Akola,1977,-,-,-,-,-,-,-,-,-,-,-
Akola,1978,26.7,33.4,20.4,-,8.4,82,2,28,1,0,1
Akola,1979,-,-,-,-,-,72,1,31,4,0,5
Akola,1980,-,-,-,-,-,-,-,-,-,-,-
Akola,1981,26.9,33.7,-,-,-,72,3,22,2,0,4
Akola,1982,27.5,34.2,20.8,867.13,7.9,56,0,36,0,0,2
Akola,1983,-,-,-,-,-,-,-,-,-,-,-
Akola,1984,-,-,-,-,-,-,-,-,-,-,-
Akola,1985,-,-,-,-,-,-,-,-,-,-,-
Akola,1986,-,-,-,-,-,-,-,-,-,-,-
Akola,1987,-,-,-,-,-,-,-,-,-,-,-
Akola,1988,-,-,-,-,-,-,-,-,-,-,-
Akola,1989,-,-,-,-,-,-,-,-,-,-,-
Akola,1990,-,-,-,-,-,-,-,-,-,-,-
Akola,1991,-,-,-,-,-,-,-,-,-,-,-
Akola,1992,-,-,-,-,-,-,-,-,-,-,-
Akola,1993,-,-,-,-,-,-,-,-,-,-,-
Akola,1994,-,-,-,-,-,-,-,-,-,-,-
Akola,1995,-,-,-,-,-,-,-,-,-,-,-
Akola,1996,-,-,-,-,-,-,-,-,-,-,-
Akola,1997,-,-,-,-,-,-,-,-,-,-,-
Akola,1998,-,-,-,-,-,-,-,-,-,-,-
Akola,1999,-,-,-,-,-,-,-,-,-,-,-
Akola,2000,-,-,-,-,-,-,-,-,-,-,-
Akola,2001,-,-,-,-,-,-,-,-,-,-,-
Akola,2002,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1942,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1943,26.7,32.5,20.7,-,9.6,53,0,8,0,0,0
Allahabad_Bamhrauli,1944,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1945,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1957,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1958,26.1,32.8,20.7,599.47,6.7,50,0,39,12,0,0
Allahabad_Bamhrauli,1959,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1960,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1961,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1962,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1973,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1974,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1975,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1976,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1977,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1978,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1979,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1980,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1981,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1982,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1983,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1984,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1985,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1986,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1987,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1988,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1989,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1990,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1991,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1992,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1993,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1994,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1995,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1996,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1997,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1998,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,1999,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2000,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2001,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2002,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2003,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2004,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2005,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2006,27.0,33.9,19.5,900.91,3.0,39,0,15,5,0,2
Allahabad_Bamhrauli,2007,-,-,-,-,-,-,-,-,-,-,-
Allahabad_Bamhrauli,2008,26.3,32.8,20.3,1219.43,2.1,54,0,8,17,0,0
Allahabad_Bamhrauli,2009,26.9,33.6,21.2,-,2.1,48,0,11,16,0,0
Allahabad_Bamhrauli,2010,-,-,-,-,-,46,0,19,34,0,0
Allahabad_Bamhrauli,2011,25.9,32.6,20.6,1188.74,1.8,54,0,16,26,0,0
Allahabad_Bamhrauli,2012,26.4,33.9,20.0,1227.38,2.7,48,0,26,20,0,0
Allahabad_Bamhrauli,2013,26.0,33.6,19.8,1354.09,2.7,68,0,50,47,0,0
Allahabad_Bamhrauli,2014,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1957,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1958,23.2,30.8,17.8,-,7.7,46,0,25,5,0,0
AMBALA,1959,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1960,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1961,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1962,23.6,28.0,17.7,-,6.1,43,0,18,6,0,0
AMBALA,1973,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1974,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1975,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1976,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1977,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1978,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1983,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1984,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1985,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1986,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1987,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1988,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1992,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1994,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1995,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1996,-,-,-,-,-,-,-,-,-,-,-
AMBALA,1997,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1973,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1974,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1975,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1976,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1977,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1978,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1979,22.9,30.6,15.7,-,4.6,60,0,50,18,0,0
Amritsar,1980,23.1,30.9,16.1,588.05,4.7,66,1,37,25,0,0
Amritsar,1981,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1982,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1983,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1984,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1985,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1986,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1987,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1988,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1989,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1990,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1991,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1992,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1993,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1994,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1995,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1996,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1997,22.4,29.4,16.2,1034.29,3.3,78,0,54,48,0,1
Amritsar,1998,-,-,-,-,-,-,-,-,-,-,-
Amritsar,1999,-,-,-,-,-,-,-,-,-,-,-
Amritsar,2000,23.2,30.9,15.9,-,4.4,59,0,43,39,0,2
Amritsar,2001,23.4,31.0,15.8,-,-,51,0,45,40,0,1
Amritsar,2002,-,-,-,-,-,-,-,-,-,-,-
Amritsar,2003,-,-,-,-,-,-,-,-,-,-,-
Amritsar,2004,23.0,30.7,14.7,-,3.9,48,0,36,47,0,1
Amritsar,2005,-,-,-,-,-,-,-,-,-,-,-
Amritsar,2006,23.4,31.2,16.0,-,4.7,70,0,48,32,1,1
Amritsar,2007,23.0,31.1,15.2,-,4.2,65,0,56,42,0,1
Amritsar,2008,22.5,30.6,14.3,-,5.1,71,0,57,37,0,0
Amritsar,2009,23.4,31.7,15.9,-,5.1,65,0,55,38,0,0
Amritsar,2010,23.4,31.0,16.7,-,6.5,56,0,36,71,0,1
Amritsar,2011,22.9,30.7,16.4,-,6.2,76,0,47,69,0,1
Amritsar,2012,22.9,31.0,15.6,537.96,5.0,68,0,54,46,0,1
Amritsar,2013,23.1,30.7,16.7,-,4.7,78,0,65,81,0,2
Amritsar,2014,-,-,-,-,-,-,-,-,-,-,-
AURANGABAD,1957,-,-,-,-,-,-,-,-,-,-,-
AURANGABAD,1958,24.8,31.8,19.2,718.08,10.1,54,0,22,1,0,1
AURANGABAD,1959,-,-,-,-,-,-,-,-,-,-,-
AURANGABAD,1960,-,-,-,-,-,-,-,-,-,-,-
AURANGABAD,1961,-,-,-,-,-,-,-,-,-,-,-
AURANGABAD,1962,24.6,30.8,18.3,-,11.6,56,0,19,0,0,0
Aurangabad_Chikalthan_Aerodrome,1973,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1974,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1975,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1976,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1977,26.1,32.4,19.1,-,-,69,0,14,1,0,2
Aurangabad_Chikalthan_Aerodrome,1978,25.3,31.7,18.7,-,17.0,73,1,26,1,0,0
Aurangabad_Chikalthan_Aerodrome,1979,26.1,32.4,19.1,884.68,14.4,68,2,14,0,0,3
Aurangabad_Chikalthan_Aerodrome,1980,26.0,32.5,18.9,391.40,14.3,65,0,11,1,0,1
Aurangabad_Chikalthan_Aerodrome,1981,25.3,31.9,18.6,626.63,14.1,77,3,33,2,0,0
Aurangabad_Chikalthan_Aerodrome,1982,25.8,32.5,19.0,478.77,13.1,46,0,25,1,0,0
Aurangabad_Chikalthan_Aerodrome,1983,25.5,32.3,18.5,829.32,15.0,57,0,16,0,1,0
Aurangabad_Chikalthan_Aerodrome,1984,26.0,32.5,18.9,344.68,14.5,41,0,5,0,0,0
Aurangabad_Chikalthan_Aerodrome,1985,26.0,32.6,18.7,454.42,-,48,0,12,0,0,0
Aurangabad_Chikalthan_Aerodrome,1986,26.3,32.7,18.9,445.21,15.5,45,1,18,2,0,0
Aurangabad_Chikalthan_Aerodrome,1987,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1988,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1989,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1990,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1991,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1992,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1993,-,-,-,-,-,68,0,19,2,0,1
Aurangabad_Chikalthan_Aerodrome,1994,24.8,31.4,18.3,661.14,9.5,92,0,18,1,0,0
Aurangabad_Chikalthan_Aerodrome,1995,25.6,32.5,18.6,487.40,8.6,75,0,20,5,0,0
Aurangabad_Chikalthan_Aerodrome,1996,25.9,32.7,18.9,632.48,8.9,74,0,17,1,0,0
Aurangabad_Chikalthan_Aerodrome,1997,25.4,32.0,18.9,582.66,8.6,75,0,15,10,0,1
Aurangabad_Chikalthan_Aerodrome,1998,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,1999,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,2000,25.3,32.2,18.1,-,7.8,65,0,23,0,0,0
Aurangabad_Chikalthan_Aerodrome,2001,25.7,32.8,18.7,685.31,8.2,63,0,16,0,0,0
Aurangabad_Chikalthan_Aerodrome,2002,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,2003,26.2,33.1,19.3,645.13,5.7,62,0,14,2,0,0
Aurangabad_Chikalthan_Aerodrome,2004,25.7,32.7,18.9,739.65,5.7,72,0,23,2,0,0
Aurangabad_Chikalthan_Aerodrome,2005,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,2006,25.6,32.2,19.2,1157.21,3.7,81,0,32,0,0,0
Aurangabad_Chikalthan_Aerodrome,2007,-,-,-,-,-,-,-,-,-,-,-
Aurangabad_Chikalthan_Aerodrome,2008,26.1,32.6,19.8,558.04,5.5,54,0,24,0,0,1
Aurangabad_Chikalthan_Aerodrome,2009,26.8,33.1,20.7,830.29,5.4,61,0,21,0,0,0
Aurangabad_Chikalthan_Aerodrome,2010,26.5,32.7,20.6,858.74,5.2,76,0,27,0,0,1
Aurangabad_Chikalthan_Aerodrome,2011,25.7,32.3,19.6,-,5.8,62,0,16,0,0,1
Aurangabad_Chikalthan_Aerodrome,2012,26.2,32.7,20.0,1139.18,6.2,59,0,20,0,0,0
Aurangabad_Chikalthan_Aerodrome,2013,25.9,31.9,20.3,893.83,6.0,82,0,13,1,0,1
Aurangabad_Chikalthan_Aerodrome,2014,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1975,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1976,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1977,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1978,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1979,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1980,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1981,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1982,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1983,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1984,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1985,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1986,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1987,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1988,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1989,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1990,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1991,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1992,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1993,26.4,31.3,21.1,1428.00,4.5,93,0,52,4,0,0
BALASORE,1994,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1995,-,-,-,-,-,-,-,-,-,-,-
BALASORE,1996,26.8,31.8,22.4,1179.78,5.8,73,0,33,3,0,0
BALASORE,1997,26.6,31.2,22.2,1721.91,5.4,102,1,76,6,0,0
BALASORE,1998,27.1,31.7,22.8,1163.25,5.2,103,0,57,4,0,0
BALASORE,1999,26.9,32.0,22.4,-,5.6,91,0,55,11,0,0
BALASORE,2000,26.5,31.6,21.9,-,5.8,95,3,54,7,0,1
BALASORE,2001,26.5,31.6,21.9,-,5.5,116,0,66,7,0,0
BALASORE,2002,-,-,-,-,-,-,-,-,-,-,-
BALASORE,2003,26.5,31.4,22.0,-,3.7,103,1,47,6,0,0
BALASORE,2004,26.6,32.0,21.6,1476.97,3.8,91,0,70,11,0,0
BALASORE,2005,-,-,-,-,-,-,-,-,-,-,-
BALASORE,2006,27.1,32.6,21.7,1578.63,4.3,103,0,63,7,0,0
BALASORE,2007,26.5,31.8,21.6,-,4.2,98,0,73,10,0,1
BALASORE,2008,26.4,31.8,21.6,1740.13,4.1,103,0,73,9,0,0
