some statistics on the price of rice grouped by (day,year)

library(plyr)

> ddply(d, as.character(list('year','day','product')), function(x)data.frame(mean=mean(x$price),stdev=sd(x$price)) )
     year  day product      mean     stdev
1105 2008   10    Rice  638.6009  783.9639
1106 2008   11    Rice  660.4527  792.4599
1107 2008   12    Rice  617.6738  810.4089
1108 2008   13    Rice  579.8902  781.1599
1109 2008   14    Rice  592.0852  750.8490
1110 2008   15    Rice  589.7888  764.7166
1111 2008   16    Rice  698.9118  859.6751
1112 2008   17    Rice  721.1076  849.6057
1113 2008   18    Rice  644.5060  764.0623
1114 2008   19    Rice  625.9688  873.0199
1115 2008   20    Rice  534.4625  742.4159
1116 2008   21    Rice  600.0202  691.7844
1117 2008   22    Rice  650.8694  741.8811
1118 2008   23    Rice  655.2535  812.3027
1119 2008   24    Rice  606.4549  700.2121
1120 2008   25    Rice  689.7377  796.8345
1121 2008   26    Rice  584.9877  714.5946
1122 2008   27    Rice  461.1978  601.5314
1123 2008   28    Rice  633.2456  751.4134
1124 2008   29    Rice  596.2096  698.3034
1125 2008   30    Rice  596.9578  724.2719
1126 2008   31    Rice  559.1553  696.3085
1127 2008   32    Rice  576.5292  691.0342
1128 2008   33    Rice  566.2523  683.2355
1129 2008   34    Rice  438.7912  555.2715
1130 2008   35    Rice  558.5698  649.9282
1131 2008   36    Rice  627.6692  726.1126
1132 2008   37    Rice  607.3792  732.8768
1133 2008   38    Rice  557.1909  649.3747
1134 2008   39    Rice  584.8794  664.1609
1135 2008   40    Rice  492.2183  641.4946
1136 2008   41    Rice  443.6716  563.6300
1137 2008   42    Rice  560.3333  665.0373
1138 2008   43    Rice  595.9885  661.8284
1139 2008   44    Rice  525.7603  552.8259
1140 2008   45    Rice  599.9760  687.0005
1141 2008   46    Rice  566.7259  660.9218
1142 2008   47    Rice  539.0603  609.8396
1143 2008   48    Rice  511.2872  666.1403
1144 2008   49    Rice  561.2208  628.8809
1145 2008   50    Rice  511.1267  588.0938
1146 2008   51    Rice  500.0039  533.6402
1147 2008   52    Rice  561.6300  637.3134
1148 2008   53    Rice  543.6743  615.7998
1149 2008   54    Rice  506.3385  591.3466
1150 2008   55    Rice  607.3333  755.0720
1151 2008   56    Rice  565.2614  609.2649
1152 2008   57    Rice  577.1535  611.6947
1153 2008   58    Rice  551.7470  594.7176
1154 2008   59    Rice  596.8765  674.7297
1155 2008   60    Rice  587.8835  657.0500
1156 2008   61    Rice  493.1807  535.7676
1157 2008   62    Rice  453.8447  506.2449
1158 2008   63    Rice  540.2789  548.7155
1159 2008   64    Rice  556.9653  582.9059
1160 2008   65    Rice  541.6741  600.0448
1161 2008   66    Rice  510.7283  564.2960
1162 2008   67    Rice  589.3680  637.7382
1163 2008   68    Rice  496.5287  591.5308
1164 2008   69    Rice  515.1818  661.9496
1165 2008   70    Rice  532.1488  554.8322
1166 2008   71    Rice  545.8531  526.0050
1167 2008   72    Rice  580.0361  600.7802
1168 2008   73    Rice  598.0000  623.3297
1169 2008   74    Rice  551.1203  573.0384
1170 2008   75    Rice  546.6239  571.5189
1171 2008   76    Rice  519.2243  610.1039
1172 2008   77    Rice  545.2621  549.7089
1173 2008   78    Rice  603.7714  611.7549
1174 2008   79    Rice  567.2058  565.1734
1175 2008   80    Rice  558.1532  561.6672
1176 2008   81    Rice  495.0172  546.3203
1177 2008   82    Rice  600.7500  522.8927
1178 2008   83    Rice  431.5538  436.6546
1179 2008   84    Rice  577.2490  557.5317
1180 2008   85    Rice  593.6766  552.5773
1181 2008   86    Rice  563.9087  552.9550
1182 2008   87    Rice  561.1081  547.7401
1183 2008   88    Rice  638.8090  628.8948
1184 2008   89    Rice  551.4689  575.2031
1185 2008   90    Rice  582.4930  649.0126
1186 2008   91    Rice  553.6757  533.2276
1187 2008   92    Rice  630.7588  630.9176
1188 2008   93    Rice  513.6389  486.0036
1189 2008   94    Rice  590.7345  644.7838
1190 2008   95    Rice  553.6605  556.1060
1191 2008   96    Rice  589.5232  613.6171
1192 2008   97    Rice  565.5200  653.2612
1193 2008   98    Rice  495.6722  495.1420
1194 2008   99    Rice  529.4426  441.1028
1195 2008  100    Rice  560.9022  529.1121
1196 2008  101    Rice  602.0433  619.3373
1197 2008  102    Rice  584.4373  618.6425
1198 2008  103    Rice  518.2994  584.1645
1199 2008  104    Rice  478.3226  549.1698
1200 2008  105    Rice  484.3906  520.1682
1201 2008  106    Rice  605.6729  594.3763
1202 2008  107    Rice  592.3109  600.5837
1203 2008  108    Rice  597.2457  635.2906
1204 2008  109    Rice  553.6230  554.3057
1205 2008  110    Rice  570.0754  581.7118
1206 2008  111    Rice  484.0208  530.9146
1207 2008  112    Rice  585.9869  611.2386
1208 2008  113    Rice  647.4094  647.1902
1209 2008  114    Rice  617.2616  634.8289
1210 2008  115    Rice  603.7578  574.5098
1211 2008  116    Rice  572.1111  528.3238
1212 2008  117    Rice  573.0811  585.6332
1213 2008  118    Rice  481.5938  534.5883
1214 2008  119    Rice  591.8924  590.2629
1215 2008  120    Rice  589.4777  554.2300
1216 2008  121    Rice  575.3416  570.7957
1217 2008  122    Rice  479.2242  532.6067
1218 2008  123    Rice  530.3092  498.3639
1219 2008  124    Rice  538.6747  530.9605
1220 2008  125    Rice  450.1068  517.5490
1221 2008  126    Rice  558.0677  539.7420
1222 2008  127    Rice  581.3133  544.9714
1223 2008  128    Rice  591.2706  605.7681
1224 2008  129    Rice  510.6346  525.9297
1225 2008  130    Rice  539.0977  511.8317
1226 2008  131    Rice  511.5482  517.1372
1227 2008  132    Rice  478.5603  452.4673
1228 2008  133    Rice  579.9733  557.9749
1229 2008  134    Rice  550.7657  543.4070
1230 2008  135    Rice  595.7795  604.4135
1231 2008  136    Rice  592.2869  582.4794
1232 2008  137    Rice  601.6616  587.2639
1233 2008  138    Rice  582.4344  530.9023
1234 2008  139    Rice  506.1810  513.2768
1235 2008  140    Rice  590.0261  568.2557
1236 2008  141    Rice  642.3898  620.8735
1237 2008  142    Rice  580.7479  573.7486
1238 2008  143    Rice  574.8889  536.7766
1239 2008  144    Rice  601.6809  572.3696
1240 2008  145    Rice  578.4110  561.8231
1241 2008  146    Rice  518.2816  522.3757
1242 2008  147    Rice  565.3333  475.2690
1243 2008  148    Rice  638.7309  559.5615
1244 2008  149    Rice  602.9013  564.1031
1245 2008  150    Rice  625.5351  614.4638
1246 2008  151    Rice  638.4018  598.1302
1247 2008  152    Rice  560.1111  480.5892
1248 2008  153    Rice  532.1250  542.1026
1249 2008  154    Rice  549.9079  465.1447
1250 2008  155    Rice  595.5749  572.7739
1251 2008  156    Rice  608.1139  618.6147
1252 2008  157    Rice  566.2636  550.9164
1253 2008  158    Rice  621.8661  598.8545
1254 2008  159    Rice  578.5738  534.6281
1255 2008  160    Rice  469.1905  443.1901
1256 2008  161    Rice  531.9710  455.6329
1257 2008  162    Rice  596.4421  561.7596
1258 2008  163    Rice  583.2992  545.6075
1259 2008  164    Rice  579.5333  516.5662
1260 2008  165    Rice  561.6942  489.1039
1261 2008  166    Rice  563.2033  568.1398
1262 2008  167    Rice  626.1075  688.5546
1263 2008  168    Rice  584.3182  529.8277
1264 2008  169    Rice  549.5498  405.3790
1265 2008  170    Rice  580.5134  487.2379
1266 2008  171    Rice  585.8765  474.5590
1267 2008  172    Rice  627.6565  572.0066
1268 2008  173    Rice  600.1959  524.2877
1269 2008  174    Rice  538.5051  560.0630
1270 2008  175    Rice  566.6109  464.6542
1271 2008  176    Rice  577.6000  492.3177
1272 2008  177    Rice  561.6939  468.3828
1273 2008  178    Rice  594.2377  487.8646
1274 2008  179    Rice  588.3454  478.1736
1275 2008  180    Rice  583.9220  478.9358
1276 2008  181    Rice  554.4490  512.2772
1277 2008  182    Rice  614.5980  457.1781
1278 2008  183    Rice  648.3849  568.6622
1279 2008  184    Rice  607.8755  529.3566
1280 2008  185    Rice  584.3967  487.8405
1281 2008  186    Rice  594.0620  495.7756
1282 2008  187    Rice  570.7234  440.5887
1283 2008  188    Rice  511.2316  452.5840
1284 2008  189    Rice  566.2564  471.5389
1285 2008  190    Rice  576.2304  442.3461
1286 2008  191    Rice  571.1434  491.2310
1287 2008  192    Rice  604.0704  488.1348
1288 2008  193    Rice  562.8849  414.6027
1289 2008  194    Rice  589.4378  519.6597
1290 2008  195    Rice  517.6486  457.3907
1291 2008  196    Rice  585.2429  435.1536
1292 2008  197    Rice  631.9802  512.6881
1293 2008  198    Rice  632.2542  536.8932
1294 2008  199    Rice  587.1416  449.1778
1295 2008  200    Rice  581.1235  456.9269
1296 2008  201    Rice  613.9790  501.6135
1297 2008  202    Rice  531.5319  536.3448
1298 2008  203    Rice  679.6971  593.4468
1299 2008  204    Rice  700.8443  568.7895
1300 2008  205    Rice  649.0717  550.6882
1301 2008  206    Rice  620.1289  487.1219
1302 2008  207    Rice  621.7203  475.8555
1303 2008  208    Rice  643.6560  521.4427
1304 2008  209    Rice  575.9394  580.4546
1305 2008  210    Rice  676.7523  569.8907
1306 2008  211    Rice  715.5928  587.4897
1307 2008  212    Rice  661.1522  555.4510
1308 2008  213    Rice  683.9463  587.5582
1309 2008  214    Rice  638.1892  498.7096
1310 2008  215    Rice  650.4643  529.2551
1311 2008  216    Rice  563.8085  525.9529
1312 2008  217    Rice  643.0424  541.1789
1313 2008  218    Rice  674.1886  555.1318
1314 2008  219    Rice  647.7108  513.1726
1315 2008  220    Rice  716.8700  576.7188
1316 2008  221    Rice  752.9730  650.4765
1317 2008  222    Rice  624.7040  555.4469
1318 2008  223    Rice  655.6190  670.3004
1319 2008  224    Rice  716.5801  578.7003
1320 2008  225    Rice  703.7093  618.4569
1321 2008  226    Rice  673.7268  560.3309
1322 2008  227    Rice  636.7047  515.7483
1323 2008  228    Rice  551.4400  366.6745
1324 2008  229    Rice  626.2061  480.7742
1325 2008  230    Rice  493.5443  352.9255
1326 2008  231    Rice  664.3367  528.2330
1327 2008  232    Rice  676.5841  548.6198
1328 2008  233    Rice  734.1091  646.3306
1329 2008  234    Rice  670.9317  539.8971
1330 2008  235    Rice  680.7206  553.7701
1331 2008  236    Rice  631.2350  516.8403
1332 2008  237    Rice  611.3737  495.8493
1333 2008  238    Rice  715.2756  562.1199
1334 2008  239    Rice  751.2008  606.8357
1335 2008  240    Rice  665.2149  512.4461
1336 2008  241    Rice  692.0789  582.0821
1337 2008  242    Rice  701.2241  554.9079
1338 2008  243    Rice  700.7681  576.0480
1339 2008  244    Rice  574.4500  411.1723
1340 2008  245    Rice  682.7118  557.5485
1341 2008  246    Rice  705.8361  566.2946
1342 2008  247    Rice  558.6833  439.0981
1343 2008  248    Rice  673.3147  535.7570
1344 2008  249    Rice  672.3917  555.0606
1345 2008  250    Rice  676.6151  564.6553
1346 2008  251    Rice  528.8315  477.6529
1347 2008  252    Rice  655.1450  538.5298
1348 2008  253    Rice  699.3699  602.3668
1349 2008  254    Rice  596.7030  489.6256
1350 2008  255    Rice  606.5436  476.9280
1351 2008  256    Rice  617.7051  534.8143
1352 2008  257    Rice  514.7500  438.1760
1353 2008  258    Rice  488.5361  386.6896
1354 2008  259    Rice  640.0104  527.1227
1355 2008  260    Rice  675.0330  586.9108
1356 2008  261    Rice  565.3585  464.9010
1357 2008  262    Rice  568.5085  518.0261
1358 2008  263    Rice  632.3797  551.0392
1359 2008  264    Rice  559.8274  432.8943
1360 2008  265    Rice  546.4624  529.8089
1361 2008  266    Rice  641.0990  500.2141
1362 2008  267    Rice  777.3709  603.0631
1363 2008  268    Rice  692.9559  546.2063
1364 2008  269    Rice  699.7149  580.3887
1365 2008  270    Rice  757.8287  626.1844
1366 2008  271    Rice  635.0106  531.4578
1367 2008  272    Rice  505.7952  420.8218
1368 2008  273    Rice  665.9362  526.1289
1369 2008  274    Rice  705.2974  584.5159
1370 2008  275    Rice  658.1022  517.8039
1371 2008  276    Rice  550.4889  516.3075
1372 2008  277    Rice  671.5069  616.1124
1373 2008  278    Rice  610.1010  522.6740
1374 2008  279    Rice  524.8023  557.1386
1375 2008  280    Rice  578.4750  469.3722
1376 2008  281    Rice  739.5208  665.1184
1377 2008  282    Rice  519.8814  407.1089
1378 2008  283    Rice  550.8723  459.6937
1379 2008  284    Rice  712.4661  639.1606
1380 2008  285    Rice  528.2229  440.9051
1381 2008  286    Rice  510.0000  478.3027
1382 2008  287    Rice  645.6125  507.7474
1383 2008  288    Rice  708.9175  585.4391
1384 2008  289    Rice  640.4977  546.5829
1385 2008  290    Rice  655.4777  520.0005
1386 2008  291    Rice  649.6816  530.0975
1387 2008  292    Rice  615.7941  539.0036
1388 2008  293    Rice  517.0312  463.0369
1389 2008  294    Rice  673.7173  580.2318
1390 2008  295    Rice  675.1574  540.1926
1391 2008  296    Rice  657.5459  504.6444
1392 2008  297    Rice  647.1840  533.3491
1393 2008  298    Rice  654.3502  513.3643
1394 2008  299    Rice  649.3405  497.0212
1395 2008  300    Rice  490.9146  406.9001
1396 2008  301    Rice  635.6906  467.7949
1397 2008  302    Rice  704.7266  562.2553
1398 2008  303    Rice  656.3231  473.1595
1399 2008  304    Rice  635.1852  494.7444
1400 2008  305    Rice  750.1312  660.0716
1401 2008  306    Rice  610.3804  549.4934
1402 2008  307    Rice  569.6538  604.6905
1403 2008  308    Rice  635.0404  526.8503
1404 2008  309    Rice  695.6100  620.5808
1405 2008  310    Rice  640.3103  587.7447
1406 2008  311    Rice  699.4803  599.3525
1407 2008  312    Rice  646.4609  506.7873
1408 2008  313    Rice  576.7844  499.9861
1409 2008  314    Rice  500.5657  464.1102
1410 2008  315    Rice  663.3821  526.5491
1411 2008  316    Rice  653.1674  507.7342
1412 2008  317    Rice  629.3160  502.1979
1413 2008  318    Rice  639.0144  520.2672
1414 2008  319    Rice  616.5180  484.6079
1415 2008  320    Rice  553.3487  497.1483
1416 2008  321    Rice  455.0123  437.3605
1417 2008  322    Rice  653.4067  546.9491
1418 2008  323    Rice  645.8679  487.7668
1419 2008  324    Rice  608.0000  501.8781
1420 2008  325    Rice  596.7871  507.7044
1421 2008  326    Rice  656.6592  562.1505
1422 2008  327    Rice  570.6067  485.0598
1423 2008  328    Rice  468.1250  455.8958
1424 2008  329    Rice  647.3632  522.3563
1425 2008  330    Rice  637.2541  490.6043
1426 2008  331    Rice  653.1831  554.5593
1427 2008  332    Rice  669.0288  533.8589
1428 2008  333    Rice  673.7158  575.7075
1429 2008  334    Rice  660.8571  560.8159
1430 2008  335    Rice  543.5733  569.6632
1431 2008  336    Rice  615.9867  541.8492
1432 2008  337    Rice  702.8116  607.2086
1433 2008  338    Rice  576.7661  495.5876
1434 2008  339    Rice  616.0465  508.7994
1435 2008  340    Rice  556.6806  424.2959
1436 2008  341    Rice  588.3194  460.6535
1437 2008  342    Rice  469.2574  449.1439
1438 2008  343    Rice  623.1434  489.3796
1439 2008  344    Rice  551.1282  487.0815
1440 2008  345    Rice  637.9702  514.4475
1441 2008  346    Rice  649.2638  489.0870
1442 2008  347    Rice  607.0724  455.9507
1443 2008  348    Rice  536.0662  441.1884
1444 2008  349    Rice  513.7368  476.2895
1445 2008  350    Rice  660.9916  545.1062
1446 2008  351    Rice  665.5072  540.5533
1447 2008  352    Rice  662.8507  582.4271
1448 2008  353    Rice  637.8534  519.2221
1449 2008  354    Rice  639.3682  537.2772
1450 2008  355    Rice  646.4368  558.1167
1451 2008  356    Rice  565.9889  538.3847
1452 2008  357    Rice  621.6839  486.6262
1453 2008  358    Rice  618.2529  492.6423
1454 2008  359    Rice  640.5892  532.3714
1455 2008  360    Rice  523.0874  494.8207
1456 2008  361    Rice  638.3027  512.6008
1457 2008  362    Rice  653.2552  587.8371
1458 2008  363    Rice  492.6712  441.8054
1459 2008  364    Rice  625.3263  502.7508
1460 2008  365    Rice  687.8725  520.1976
1461 2008  366    Rice  651.4012  525.8496
1462 2009    1    Rice  594.0144  507.9443
1463 2009    2    Rice  640.4242  554.7203
1464 2009    3    Rice  596.3692  487.1564
1465 2009    4    Rice  492.8435  386.6430
1466 2009    5    Rice  596.5976  433.7285
1467 2009    6    Rice  659.3333  549.3903
1468 2009    7    Rice  612.9605  496.2930
1469 2009    8    Rice  525.9124  451.9633
1470 2009    9    Rice  625.8954  498.0836
1471 2009   10    Rice  546.1355  479.1680
1472 2009   11    Rice  565.9126  536.6667
1473 2009   12    Rice  669.3426  519.3233
1474 2009   13    Rice  641.0366  552.5419
1475 2009   14    Rice  588.3944  536.2297
1476 2009   15    Rice  661.9183  550.5122
1477 2009   16    Rice  686.2066  550.6384
1478 2009   17    Rice  694.0950  588.9895
1479 2009   18    Rice  580.2812  541.7687
1480 2009   19    Rice  667.6996  539.9971
1481 2009   20    Rice  720.2920  600.1809
1482 2009   21    Rice  699.0917  587.4112
1483 2009   22    Rice  705.4159  572.4827
1484 2009   23    Rice  720.8920  581.4061
1485 2009   24    Rice  659.4646  556.0556
1486 2009   25    Rice  540.9583  413.8056
1487 2009   26    Rice  665.3789  526.9118
1488 2009   27    Rice  738.8694  563.6770
1489 2009   28    Rice  675.1588  551.3940
1490 2009   29    Rice  708.8954  565.2093
1491 2009   30    Rice  702.1125  571.9719
1492 2009   31    Rice  726.5000  561.8502
1493 2009   32    Rice  532.1961  455.2447
1494 2009   33    Rice  660.0456  498.9079
1495 2009   34    Rice  713.8304  575.0472
1496 2009   35    Rice  694.8852  568.1740
1497 2009   36    Rice  752.2869  634.4301
1498 2009   37    Rice  692.9643  563.2095
1499 2009   38    Rice  677.7511  506.1588
1500 2009   39    Rice  619.6780  507.4874
1501 2009   40    Rice  718.0978  575.3597
1502 2009   41    Rice  723.2269  575.9015
1503 2009   42    Rice  707.1731  594.5737
1504 2009   43    Rice  717.0201  560.7007
1505 2009   44    Rice  659.6765  486.2110
1506 2009   45    Rice  659.0842  547.3084
1507 2009   46    Rice  645.0968  515.0454
1508 2009   47    Rice  704.1382  525.3099
1509 2009   48    Rice  716.3562  539.7435
1510 2009   49    Rice  698.6736  572.7686
1511 2009   50    Rice  676.1008  529.4659
1512 2009   51    Rice  753.7510  602.0156
1513 2009   52    Rice  711.8414  529.8803
1514 2009   53    Rice  630.0517  493.8220
1515 2009   54    Rice  637.1513  485.9338
1516 2009   55    Rice  738.7344  557.6185
1517 2009   56    Rice  710.5570  553.2631
1518 2009   57    Rice  733.7162  559.9464
1519 2009   58    Rice  733.3596  539.2824
1520 2009   59    Rice  824.1713  658.5611
1521 2009   60    Rice  653.8819  557.7510
1522 2009   61    Rice  712.8623  532.7817
1523 2009   62    Rice  726.4927  551.5860
1524 2009   63    Rice  732.3021  593.9176
1525 2009   64    Rice  711.2212  559.8093
1526 2009   65    Rice  740.5802  610.5041
1527 2009   66    Rice  677.6386  479.1709
1528 2009   67    Rice  653.6731  472.1637
1529 2009   68    Rice  724.7105  537.3989
1530 2009   69    Rice  655.3790  517.4626
1531 2009   70    Rice  815.5612  592.9620
1532 2009   71    Rice  749.5511  573.7564
1533 2009   72    Rice  746.5918  608.3820
1534 2009   73    Rice  681.5167  572.6050
1535 2009   74    Rice  653.9355  494.1860
1536 2009   75    Rice  712.1357  523.3934
1537 2009   76    Rice  717.4832  529.7820
1538 2009   77    Rice  694.9328  531.7460
1539 2009   78    Rice  703.1350  513.1812
1540 2009   79    Rice  718.8269  572.8084
1541 2009   80    Rice  720.9833  563.3542
1542 2009   81    Rice  711.8559  613.7879
1543 2009   82    Rice  736.4900  567.7466
1544 2009   83    Rice  788.6296  627.2307
1545 2009   84    Rice  724.3458  570.7595
1546 2009   85    Rice  740.3527  550.3881
1547 2009   86    Rice  695.8724  583.7832
1548 2009   87    Rice  757.5049  588.8500
1549 2009   88    Rice  644.3303  562.0905
1550 2009   89    Rice  733.8760  552.7986
1551 2009   90    Rice  768.3700  569.7583
1552 2009   91    Rice  739.7292  553.8605
1553 2009   92    Rice  747.8577  566.0304
1554 2009   93    Rice  728.1481  523.3326
1555 2009   94    Rice  725.9449  548.3158
1556 2009   95    Rice  648.1293  523.0831
1557 2009   96    Rice  737.6708  569.5777
1558 2009   97    Rice  725.7898  515.4470
1559 2009   98    Rice  739.1120  550.2789
1560 2009   99    Rice  734.1348  559.8378
1561 2009  100    Rice  658.0443  537.0311
1562 2009  101    Rice  694.1374  547.6679
1563 2009  102    Rice  663.9561  503.8786
1564 2009  103    Rice  738.6942  566.7325
1565 2009  104    Rice  665.2782  474.5679
1566 2009  105    Rice  724.2120  531.0408
1567 2009  106    Rice  756.0857  548.5427
1568 2009  107    Rice  745.4500  546.5459
1569 2009  108    Rice  786.0181  574.6706
1570 2009  109    Rice  696.7333  559.5551
1571 2009  110    Rice  781.9215  588.6575
1572 2009  111    Rice  807.3410  577.0892
1573 2009  112    Rice  799.7887  592.0693
1574 2009  113    Rice  757.7790  528.5563
1575 2009  114    Rice  773.4817  574.8993
1576 2009  115    Rice  732.2626  510.4248
1577 2009  116    Rice  677.9815  503.7007
1578 2009  117    Rice  733.2211  531.5869
1579 2009  118    Rice  795.5253  544.3826
1580 2009  119    Rice  750.5721  563.8256
1581 2009  120    Rice  731.9085  543.5255
1582 2009  121    Rice  691.7917  536.3413
1583 2009  122    Rice  791.3992  577.4892
1584 2009  123    Rice  686.6404  536.3311
1585 2009  124    Rice  768.0157  552.7168
1586 2009  125    Rice  766.8559  513.4935
1587 2009  126    Rice  821.3833  599.8118
1588 2009  127    Rice  814.1557  612.6558
1589 2009  128    Rice  805.9665  599.4844
1590 2009  129    Rice  727.8889  551.5329
1591 2009  130    Rice  708.0084  506.6359
1592 2009  131    Rice  721.6338  503.8864
1593 2009  132    Rice  723.9534  513.3588
1594 2009  133    Rice  727.0887  535.0202
1595 2009  134    Rice  749.7028  552.2934
1596 2009  135    Rice  780.4905  586.5931
1597 2009  136    Rice  750.6402  508.6457
1598 2009  137    Rice  740.3590  505.9318
1599 2009  138    Rice  787.1097  527.3868
1600 2009  139    Rice  771.5556  527.9011
1601 2009  140    Rice  772.0583  551.8323
1602 2009  141    Rice  780.8326  556.5248
1603 2009  142    Rice  837.0042  606.8741
1604 2009  143    Rice  801.1603  555.9869
1605 2009  144    Rice  734.6372  533.1527
1606 2009  145    Rice  794.4609  561.9364
1607 2009  146    Rice  761.8955  524.1543
1608 2009  147    Rice  789.6594  539.1662
1609 2009  148    Rice  807.0583  560.4603
1610 2009  149    Rice  897.5216  658.0356
1611 2009  150    Rice  881.4921  588.2500
1612 2009  151    Rice  717.6118  535.0976
1613 2009  152    Rice  808.4380  586.7932
1614 2009  153    Rice  835.5424  597.4485
1615 2009  154    Rice  772.8075  532.9287
1616 2009  155    Rice  778.3932  541.7469
1617 2009  156    Rice  828.2338  611.1693
1618 2009  157    Rice  805.8253  583.5333
1619 2009  158    Rice  666.2155  460.6752
1620 2009  159    Rice  774.9741  539.5875
1621 2009  160    Rice  851.0965  604.2171
1622 2009  161    Rice  777.5992  567.9305
1623 2009  162    Rice  793.1033  562.8512
1624 2009  163    Rice  835.7584  592.8592
1625 2009  164    Rice  800.0109  557.0521
1626 2009  165    Rice  755.8293  516.5682
1627 2009  166    Rice  821.4403  564.9050
1628 2009  167    Rice  833.5620  565.1027
1629 2009  168    Rice  768.1731  537.0228
1630 2009  169    Rice  743.9025  514.1412
1631 2009  170    Rice  770.7022  561.2873
1632 2009  171    Rice  810.6000  573.9954
1633 2009  172    Rice  687.7544  478.7990
1634 2009  173    Rice  777.6438  515.6472
1635 2009  174    Rice  834.6542  586.3281
1636 2009  175    Rice  748.0996  519.7372
1637 2009  176    Rice  822.8559  582.4559
1638 2009  177    Rice  833.8913  624.6696
1639 2009  178    Rice  767.6965  535.2572
1640 2009  179    Rice  663.8077  477.5597
1641 2009  180    Rice  807.4170  579.8131
1642 2009  181    Rice  854.3092  602.6952
1643 2009  182    Rice  805.8431  590.2446
1644 2009  183    Rice  792.4961  580.1149
1645 2009  184    Rice  791.8206  585.4075
1646 2009  185    Rice  803.6053  580.7487
1647 2009  186    Rice  758.5370  626.2577
1648 2009  187    Rice  802.2594  590.4821
1649 2009  188    Rice  884.3000  651.5771
1650 2009  189    Rice  774.6582  552.2425
1651 2009  190    Rice  781.5280  598.9034
1652 2009  191    Rice  846.6693  637.0347
1653 2009  192    Rice  775.7035  568.4181
1654 2009  193    Rice  720.4206  542.4930
1655 2009  194    Rice  795.2975  563.9818
1656 2009  195    Rice  833.8114  617.6762
1657 2009  196    Rice  779.3276  583.1170
1658 2009  197    Rice  830.0170  623.5928
1659 2009  198    Rice  873.3348  669.6980
1660 2009  199    Rice  811.6909  566.9281
1661 2009  200    Rice  735.4646  563.3594
1662 2009  201    Rice  776.7074  542.7897
1663 2009  202    Rice  827.6968  596.2356
1664 2009  203    Rice  795.6223  577.3126
1665 2009  204    Rice  833.0228  591.5306
1666 2009  205    Rice  892.6333  650.2824
1667 2009  206    Rice  789.2995  563.2889
1668 2009  207    Rice  708.4388  502.2912
1669 2009  208    Rice  761.1030  505.2752
1670 2009  209    Rice  844.8268  601.5812
1671 2009  210    Rice  775.2900  549.3113
1672 2009  211    Rice  845.4069  613.5143
1673 2009  212    Rice  825.5905  600.0692
1674 2009  213    Rice  799.7468  624.7737
1675 2009  214    Rice  696.6476  467.3708
1676 2009  215    Rice  869.2672  707.6453
1677 2009  216    Rice  783.1135  577.8753
1678 2009  217    Rice  772.4048  550.1188
1679 2009  218    Rice  766.0570  527.5254
1680 2009  219    Rice  768.5865  546.4874
1681 2009  220    Rice  776.8239  558.8402
1682 2009  221    Rice  746.4091  507.6069
1683 2009  222    Rice  819.0928  672.8398
1684 2009  223    Rice  862.6569  680.5237
1685 2009  224    Rice  734.2000  499.0735
1686 2009  225    Rice  757.4660  543.6915
1687 2009  226    Rice  817.8872  617.3114
1688 2009  227    Rice  776.8300  549.6468
1689 2009  228    Rice  720.4545  483.2076
1690 2009  229    Rice  782.7215  540.9763
1691 2009  230    Rice  965.1416  772.0048
1692 2009  231    Rice  803.2715  554.0426
1693 2009  232    Rice  812.5135  569.5367
1694 2009  233    Rice  845.8496  624.4965
1695 2009  234    Rice  763.1158  535.3502
1696 2009  235    Rice  709.3404  529.5449
1697 2009  236    Rice  734.9135  476.1016
1698 2009  237    Rice  833.5923  584.6330
1699 2009  238    Rice  759.9083  505.1921
1700 2009  239    Rice  752.2377  496.5114
1701 2009  240    Rice  818.8689  582.5574
1702 2009  241    Rice  822.5234  571.2566
1703 2009  242    Rice  761.4757  540.1763
1704 2009  243    Rice  806.3168  548.0136
1705 2009  244    Rice  773.6622  492.7686
1706 2009  245    Rice  836.5446  570.1934
1707 2009  246    Rice  787.1715  529.1158
1708 2009  247    Rice  760.7222  507.9675
1709 2009  248    Rice  816.5887  526.0427
1710 2009  249    Rice  751.2018  527.8623
1711 2009  250    Rice  794.2602  555.0541
1712 2009  251    Rice  802.3205  542.6598
1713 2009  252    Rice  814.0965  575.3359
1714 2009  253    Rice  824.8091  574.0005
1715 2009  254    Rice  786.8270  504.9015
1716 2009  255    Rice  825.1081  597.2611
1717 2009  256    Rice  855.4836  639.8824
1718 2009  257    Rice  809.0083  527.7726
1719 2009  258    Rice  873.0082  588.3095
1720 2009  259    Rice  790.0565  508.4489
1721 2009  260    Rice  819.5400  575.3059
1722 2009  261    Rice  855.1099  616.0627
1723 2009  262    Rice  804.8396  545.1213
1724 2009  263    Rice  790.3774  581.6754
1725 2009  264    Rice  783.2286  559.5661
1726 2009  265    Rice  844.8559  586.0467
1727 2009  266    Rice  756.6340  503.5706
1728 2009  267    Rice  763.5973  517.2658
1729 2009  268    Rice  854.1026  616.6534
1730 2009  269    Rice  803.3503  574.0747
1731 2009  270    Rice  745.3333  531.3493
1732 2009  271    Rice  749.7863  523.4824
1733 2009  272    Rice  896.2412  616.5399
1734 2009  273    Rice  790.1034  536.1403
1735 2009  274    Rice  849.9773  559.8512
1736 2009  275    Rice  802.5197  536.0337
