date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other
2007-02-02,10.5,11.25,12.63,12.166666666666668,3.03,12.5
2007-02-03,10.75,11.25,12.7,12.083333333333332,3.0,14.0
2007-02-04,10.833333333333332,11.533333333333333,13.0,12.0,3.37,13.5
2007-02-05,10.916666666666668,11.816666666666668,12.9,11.916666666666668,3.3,12.5
2007-02-06,11.0,12.1,15.39,11.833333333333332,3.2,17.38
2007-02-07,11.0,11.25,16.2,11.75,3.233333333333333,14.0
2007-02-08,10.9,11.0,15.1,11.666666666666668,3.266666666666667,14.0
2007-02-09,10.85,10.95,15.3,11.583333333333332,3.3,13.5
2007-02-10,10.5,10.75,14.5,11.5,3.1,14.0
2007-02-11,10.5,10.75,14.6,11.416666666666668,3.3,13.0
2007-02-12,10.5,10.75,14.566666666666668,11.333333333333332,3.3666666666666667,13.333333333333332
2007-02-13,10.5,10.75,14.533333333333333,11.25,3.433333333333333,13.666666666666668
2007-02-14,10.25,11.25,14.5,11.166666666666668,3.5,14.0
2007-02-15,10.5,11.0,14.1,11.083333333333332,3.6,12.4
2007-02-16,10.12,10.76,14.2,11.0,4.0,12.35
2007-02-17,9.74,10.52,14.0,10.916666666666668,3.8,14.86
2007-02-18,9.36,10.28,14.3,10.833333333333332,3.2,14.76
2007-02-19,8.98,10.04,13.7,10.75,3.6,12.92
2007-02-20,8.6,9.8,13.318181818181818,10.666666666666668,3.636363636363636,12.927272727272728
2007-02-21,9.0,10.55,12.936363636363636,10.583333333333332,3.672727272727272,12.934545454545455
2007-02-22,9.0,10.25,12.554545454545455,10.5,3.709090909090909,12.941818181818185
2007-02-23,9.5,10.9,12.172727272727272,10.416666666666668,3.7454545454545456,12.94909090909091
2007-02-24,9.75,10.5,11.79090909090909,10.333333333333332,3.7818181818181817,12.956363636363635
2007-02-25,9.566666666666666,10.6,11.40909090909091,10.25,3.8181818181818175,12.963636363636365
2007-02-26,9.383333333333333,10.7,11.027272727272727,10.166666666666666,3.8545454545454554,12.97090909090909
2007-02-27,9.2,10.8,10.645454545454543,10.083333333333332,3.89090909090909,12.978181818181815
2007-02-28,9.0,10.8,10.263636363636364,10.0,3.927272727272728,12.985454545454544
2007-03-01,9.25,10.35,9.881818181818184,9.916666666666666,3.963636363636364,12.992727272727272
2007-03-02,9.0,11.0,9.5,9.833333333333332,4.0,13.0
2007-03-03,9.25,10.4,9.2,9.75,3.5,13.5
2007-03-04,9.05,10.55,10.0,9.666666666666666,4.0,14.61
2007-03-05,8.85,10.7,9.5,9.583333333333332,4.0,12.5
2007-03-06,8.65,10.85,9.5,9.5,4.0,13.18
2007-03-07,8.75,10.6,9.65,9.35,3.8,12.0
2007-03-08,9.0,10.9,10.1,9.71,3.85,13.5
2007-03-09,9.5,10.6,10.8,10.5,3.64,16.41
2007-03-10,9.25,10.3,10.92,10.51,4.0,14.44
2007-03-11,9.25,10.4,11.0,10.256666666666668,3.9,15.32
2007-03-12,9.25,10.5,10.72,10.003333333333334,3.8,14.79
2007-03-13,9.25,10.6,10.5,9.75,3.92,14.5
2007-03-14,9.75,11.25,10.5,10.21,3.78,13.093333333333332
2007-03-15,9.25,11.0,10.5,10.226666666666668,3.64,11.686666666666667
2007-03-16,9.5,11.25,10.5,10.243333333333332,3.5,10.28
2007-03-17,9.75,11.5,10.370588235294116,10.26,3.5294117647058822,10.398260869565217
2007-03-18,9.583333333333334,11.416666666666668,10.241176470588234,10.276666666666667,3.5588235294117645,10.516521739130434
2007-03-19,9.416666666666666,11.333333333333332,10.11176470588235,10.293333333333333,3.5882352941176467,10.634782608695652
2007-03-20,9.25,11.25,9.98235294117647,10.31,3.6176470588235294,10.75304347826087
2007-03-21,9.75,11.5,9.852941176470589,10.5,3.647058823529412,10.871304347826088
2007-03-22,9.75,12.0,9.723529411764707,10.71,3.6764705882352944,10.989565217391307
2007-03-23,9.75,11.75,9.594117647058825,10.5,3.705882352941176,11.107826086956523
2007-03-24,9.5,12.0,9.46470588235294,10.565,3.7352941176470575,11.22608695652174
2007-03-25,9.568181818181818,12.022727272727273,9.33529411764706,10.63,3.7647058823529416,11.344347826086958
2007-03-26,9.636363636363637,12.045454545454545,9.205882352941178,10.695,3.794117647058824,11.462608695652175
2007-03-27,9.704545454545457,12.068181818181818,9.076470588235292,10.76,3.8235294117647056,11.580869565217393
2007-03-28,9.772727272727273,12.09090909090909,8.947058823529412,11.0,3.852941176470588,11.69913043478261
2007-03-29,9.840909090909092,12.113636363636365,8.81764705882353,10.61,3.882352941176471,11.817391304347826
2007-03-30,9.909090909090908,12.136363636363635,8.688235294117646,10.658,3.911764705882353,11.935652173913045
2007-03-31,9.977272727272727,12.15909090909091,8.558823529411764,10.706,3.941176470588236,12.05391304347826
2007-04-01,10.045454545454543,12.181818181818182,8.429411764705883,10.754,3.9705882352941178,12.172173913043478
2007-04-02,10.113636363636363,12.204545454545455,8.3,10.802,4.0,12.290434782608695
2007-04-03,10.181818181818182,12.227272727272727,8.0,10.85,4.2,12.408695652173913
2007-04-04,10.25,12.25,7.98,12.0,4.16,12.52695652173913
2007-04-05,9.75,12.0,7.96,11.606666666666667,4.12,12.645217391304348
2007-04-06,9.65,11.85,7.94,11.213333333333333,4.08,12.763478260869565
2007-04-07,9.55,11.7,7.92,10.82,4.04,12.881739130434784
2007-04-08,9.45,11.55,7.9,10.803333333333333,4.0,13.0
2007-04-09,9.35,11.4,8.0,10.786666666666667,4.2,14.5
2007-04-10,9.25,11.25,8.0,10.77,4.0,16.2
2007-04-11,9.0,11.25,7.7,11.1,4.5,13.71
2007-04-12,9.0,11.0,7.0,11.01,5.0,15.87
2007-04-13,9.25,11.0,8.0,11.3,4.5,13.0
2007-04-14,9.25,11.125,7.916666666666666,11.225,4.333333333333333,12.466666666666667
2007-04-15,9.25,11.25,7.833333333333334,11.15,4.166666666666667,11.933333333333332
2007-04-16,9.25,11.375,7.75,11.075,4.0,11.4
2007-04-17,9.25,11.5,7.4,11.0,5.0,14.5
2007-04-18,9.0,11.5,7.3,10.51,4.6,13.3
2007-04-19,9.0,11.25,7.2,10.8,4.0,15.0
2007-04-20,9.0,11.25,7.2,10.65,5.17,12.0
2007-04-21,9.0,10.5,6.8,10.75,5.12,15.5
2007-04-22,9.0,10.75,7.0,10.833333333333332,5.3,13.5
2007-04-23,9.0,11.0,7.3,10.916666666666668,4.5,17.5
2007-04-24,9.0,11.25,6.5,11.0,4.55,15.3
2007-04-25,9.25,11.0,6.5,10.75,5.2,14.716666666666667
2007-04-26,8.85,11.05,7.0,10.736666666666668,4.5,14.133333333333333
2007-04-27,8.75,10.5,6.25,10.723333333333333,4.0,13.55
2007-04-28,8.7,10.45,7.4,10.71,4.0,13.0
2007-04-29,8.716666666666667,10.383333333333333,7.0,10.71,5.0,16.33
2007-04-30,8.733333333333334,10.316666666666668,7.0,10.71,4.916666666666667,15.806666666666667
2007-05-01,8.75,10.25,7.0,10.71,4.833333333333333,15.283333333333333
2007-05-02,8.65,10.5,7.0,10.71,4.75,14.76
2007-05-03,8.75,10.1,7.25,10.71,5.0,15.0
2007-05-04,8.8,10.35,7.0,10.62,6.1,17.65
2007-05-05,8.75,10.5,6.4,10.81,5.0,16.0
2007-05-06,8.75,10.5,6.0,10.79,5.0,13.1
2007-05-07,8.75,10.5,6.0,10.77,5.9,15.0
2007-05-08,8.75,10.5,5.76,10.75,5.0,14.58
2007-05-09,8.65,10.5,6.0,10.666666666666668,5.0,14.0
2007-05-10,8.6,10.15,6.3,10.583333333333332,5.5,13.47
2007-05-11,8.6,9.8,5.53,10.5,5.5,15.0
2007-05-12,8.65,10.25,5.5,10.21,5.5,14.0
2007-05-13,8.566666666666666,9.933333333333334,5.0,10.39,5.5,17.0
2007-05-14,8.483333333333334,9.616666666666667,4.9,10.57,5.25,16.0
2007-05-15,8.4,9.3,5.4,10.75,5.5,13.58
2007-05-16,8.55,9.9,4.8,10.5,6.0,16.8
2007-05-17,8.55,10.2,5.0,10.583333333333332,6.0,17.0
2007-05-18,8.4,9.9,4.3,10.666666666666668,5.6,16.125
2007-05-19,8.5,9.8,3.5,10.75,5.566666666666666,15.25
2007-05-20,8.483333333333334,9.833333333333334,5.0,10.566666666666668,5.533333333333334,14.375
2007-05-21,8.466666666666667,9.866666666666667,4.84,10.383333333333333,5.5,13.5
2007-05-22,8.45,9.9,4.726666666666667,10.2,5.666666666666666,12.333333333333332
2007-05-23,8.5,9.75,4.613333333333333,13.5,5.833333333333334,11.166666666666668
2007-05-24,8.4,9.5,4.5,10.35,6.0,10.0
2007-05-25,8.25,9.3,4.5,10.07,6.25,13.5
2007-05-26,8.25,9.5,5.0,10.8,6.0,14.6
2007-05-27,8.333333333333334,9.416666666666666,5.0,10.593333333333332,5.5,16.32
2007-05-28,8.416666666666666,9.333333333333334,5.5,10.386666666666667,5.5,13.0
2007-05-29,8.5,9.25,5.0,10.18,4.333333333333333,14.33
2007-05-30,8.4,9.5,5.193333333333333,9.87,3.166666666666666,11.0
2007-05-31,8.7,9.15,5.386666666666668,10.0,2.0,12.833333333333332
2007-06-01,8.5,9.1,5.58,10.35,4.0,14.666666666666668
2007-06-02,8.65,9.25,5.5,10.2,6.0,16.5
2007-06-03,8.6,9.25,6.0,10.21,5.75,14.0
2007-06-04,8.55,9.25,5.5,10.22,6.15,14.0
2007-06-05,8.5,9.25,5.75,10.23,5.0,14.5
2007-06-06,8.7,9.0,6.0,10.5,6.0,13.5
2007-06-07,8.65,9.4,5.4,9.95,6.0,14.0
2007-06-08,8.5,9.0,5.4,10.2,6.0,12.0
2007-06-09,8.6,8.7,6.5,10.17,6.0,13.5
2007-06-10,8.6,8.8,6.0,10.163333333333334,6.0,11.0
2007-06-11,8.6,8.9,6.0,10.156666666666666,6.0,11.5
2007-06-12,8.6,9.0,6.0,10.15,6.0,11.0
2007-06-13,8.9,9.25,6.2,10.65,6.0,11.5
2007-06-14,9.0,9.15,6.8,10.46,6.1,10.0
2007-06-15,8.85,9.1,6.533333333333334,10.57,6.066666666666666,10.0
2007-06-16,9.0,9.2,6.2666666666666675,10.32,6.033333333333334,10.0
2007-06-17,8.95,9.216666666666667,6.0,10.33,6.0,10.0
2007-06-18,8.9,9.233333333333334,6.0,10.34,6.0,11.0
2007-06-19,8.85,9.25,6.0,10.35,6.0,10.0
2007-06-20,9.0,9.75,6.8,10.58,6.0,14.5
2007-06-21,8.9,9.4,6.9,10.42,6.2,11.65
2007-06-22,9.15,9.5,7.5,10.86,6.25,12.0
2007-06-23,8.65,9.35,7.4,11.12,5.8260000000000005,12.4
2007-06-24,8.74,9.34,7.5,10.98,5.402,11.0
2007-06-25,8.83,9.33,10.5,10.84,4.978,11.16
2007-06-26,8.92,9.32,10.0,10.7,4.5539999999999985,11.45
2007-06-27,9.01,9.31,10.0,10.6,4.13,12.37
2007-06-28,9.1,9.3,7.5,10.85,6.5,13.0
2007-06-29,9.3,9.95,6.5,10.65,6.5,12.48
2007-06-30,9.25,9.75,7.166666666666666,10.63,6.666666666666666,12.186666666666667
2007-07-01,9.33,9.77,7.833333333333334,10.693333333333333,6.833333333333334,11.893333333333333
2007-07-02,9.41,9.79,8.5,10.756666666666668,7.0,11.6
2007-07-03,9.49,9.81,8.5,10.82,7.5,11.6
2007-07-04,9.57,9.83,9.5,10.78,6.4,12.5
2007-07-05,9.65,9.85,9.0,10.78,6.5,12.0
2007-07-06,9.75,10.1,8.0,10.83,6.5,12.84
2007-07-07,9.75,9.8,8.6,10.87,7.0,12.0
2007-07-08,9.75,9.966666666666667,10.0,10.913333333333332,7.0,11.7
2007-07-09,9.75,10.133333333333333,10.62,10.956666666666667,6.6,11.0
2007-07-10,9.75,10.3,10.0,11.0,6.3,11.0
2007-07-11,9.8,10.25,10.0,11.35,6.5,11.0
2007-07-12,10.1,10.2,9.7,11.31,6.6,10.0
2007-07-13,9.9,10.25,8.0,11.1,6.6,10.0
2007-07-14,9.95,10.3,10.0,11.21,6.3,10.0
2007-07-15,9.883333333333333,10.166666666666666,9.0,11.306666666666667,6.5,12.62
2007-07-16,9.816666666666666,10.033333333333333,9.0,11.403333333333332,6.566666666666666,12.246666666666668
2007-07-17,9.75,9.9,9.0,11.5,6.633333333333334,11.873333333333333
2007-07-18,9.6,9.9,9.0,11.25,6.7,11.5
2007-07-19,9.6,9.8,8.99,11.333333333333332,6.666666666666666,11.87
2007-07-20,9.65,9.9,9.0,11.416666666666668,6.633333333333334,10.5
2007-07-21,9.75,10.1,7.6,11.5,6.6,11.0
2007-07-22,9.7,10.016666666666666,7.5,11.37,6.5,11.1
2007-07-23,9.65,9.933333333333334,7.0,11.24,7.0,10.0
2007-07-24,9.6,9.85,9.0,11.11,8.0,11.0
2007-07-25,9.7,9.9,9.0,11.175555555555556,6.5,10.35
2007-07-26,9.75,10.0,8.5,11.241111111111113,6.23,11.0
2007-07-27,9.6,9.85,9.0,11.306666666666667,7.0,10.5
2007-07-28,9.7,9.75,9.5,11.372222222222224,6.65,12.25
2007-07-29,9.7,9.733333333333334,9.0,11.437777777777779,6.5,10.09
2007-07-30,9.7,9.716666666666667,9.0,11.503333333333332,6.0,12.0
2007-07-31,9.7,9.7,9.0,11.568888888888885,6.283333333333334,11.822
2007-08-01,9.65,9.7,9.0,11.634444444444444,6.566666666666666,11.644
2007-08-02,9.65,9.65,9.0,11.7,6.85,11.466
2007-08-03,9.5,9.6,9.0,11.1,6.5,11.288
2007-08-04,9.5,9.5,9.7,11.91,6.5,11.11
2007-08-05,9.48,9.54,9.0,11.606666666666667,6.5,11.11
2007-08-06,9.46,9.58,8.0,11.303333333333333,6.5,12.0
2007-08-07,9.44,9.62,9.0,11.0,6.5,11.5
2007-08-08,9.42,9.66,8.5,11.0,6.5,10.5
2007-08-09,9.4,9.7,9.0,11.0,6.5,11.7
2007-08-10,9.6,9.6,8.5,11.0,6.4,12.0
2007-08-11,9.6,9.5,8.5,11.0,6.4,12.0
2007-08-12,9.6,9.633333333333333,8.5,10.933333333333332,6.25,12.5
2007-08-13,9.6,9.766666666666666,9.0,10.866666666666667,6.75,13.0
2007-08-14,9.6,9.9,9.87,10.8,6.5,13.55
2007-08-15,9.683333333333334,9.9,10.0,10.866666666666667,6.5,10.0
2007-08-16,9.766666666666666,9.9,10.333333333333332,10.933333333333332,6.5,10.666666666666668
2007-08-17,9.85,9.9,10.666666666666668,11.0,6.5,11.333333333333332
2007-08-18,9.7,9.75,11.0,10.9,6.5,12.0
2007-08-19,9.716666666666667,9.8,12.0,10.866666666666667,6.5,10.0
2007-08-20,9.733333333333334,9.85,11.53,10.833333333333332,6.45,12.0
2007-08-21,9.75,9.9,11.75,10.8,6.45,10.0
2007-08-22,9.75,9.65,15.0,11.0,6.5,11.0
2007-08-23,9.7,9.6,15.0,11.0,6.7,10.0
2007-08-24,9.7,9.5,15.5,11.0,6.0,10.3
2007-08-25,9.65,9.6,16.0,10.9,6.7,10.0
2007-08-26,9.66,9.6,15.0,10.92,6.5,11.0
2007-08-27,9.67,9.6,15.5,10.94,6.0,11.0
2007-08-28,9.68,9.6,15.5,10.96,6.5,10.0
2007-08-29,9.69,9.6,14.5,10.98,6.7,10.6
2007-08-30,9.7,9.6,13.75,11.0,8.66,10.0
2007-08-31,9.5,9.65,13.166666666666668,11.0,7.873333333333334,10.0
2007-09-01,9.65,9.75,12.583333333333332,10.81,7.086666666666666,10.0
2007-09-02,9.655,9.76,12.0,10.806666666666667,6.3,10.0
2007-09-03,9.66,9.77,11.85,10.803333333333333,6.5,11.0
2007-09-04,9.665,9.78,12.3,10.8,6.7,11.0
2007-09-05,9.67,9.79,15.0,11.0,6.0,10.0
2007-09-06,9.675,9.8,16.7,11.0,6.6,7.75
2007-09-07,9.68,9.81,15.3,11.0,6.25,7.6
2007-09-08,9.685,9.82,16.0,11.0,6.5,10.8
2007-09-09,9.69,9.83,15.0,11.022,6.5,11.25
2007-09-10,9.695,9.84,14.5,11.044,6.7,10.0
2007-09-11,9.7,9.85,13.0,11.066,6.5,11.2
2007-09-12,9.8,9.9,14.0,11.088,6.67,11.16
2007-09-13,9.85,10.1,15.0,11.11,6.5,11.0
2007-09-14,9.75,10.1,13.0,11.25,6.6,10.0
2007-09-15,9.7625,10.0,13.3125,11.21875,6.533333333333334,10.4875
2007-09-16,9.775,9.9,13.625,11.1875,6.466666666666666,10.975
2007-09-17,9.7875,9.8,13.9375,11.15625,6.4,11.4625
2007-09-18,9.8,9.7,14.25,11.125,6.6,11.95
2007-09-19,9.65,9.6,15.0,11.09375,6.5,11.3
2007-09-20,9.75,9.75,16.0,11.0625,6.2,11.0
2007-09-21,9.45,9.6,16.5,11.03125,6.16,10.9
2007-09-22,9.75,9.6,16.6,11.0,6.12,10.8
2007-09-23,9.75,9.6,16.066666666666666,11.0175,6.08,10.7
2007-09-24,9.75,9.6,15.533333333333333,11.035,6.04,10.6
2007-09-25,9.75,9.6,15.0,11.0525,6.0,10.5
2007-09-26,9.75,9.6,15.5,11.07,6.5,13.14
2007-09-27,9.75,9.6,16.5,11.0875,6.45,11.16
2007-09-28,9.8,9.6,17.0,11.105,6.4,10.85
2007-09-29,9.816666666666666,9.733333333333334,16.0,11.1225,6.5,11.0
2007-09-30,9.833333333333334,9.866666666666667,17.0,11.14,6.3,10.5
2007-10-01,9.85,10.0,17.456,11.1575,6.42,11.06
2007-10-02,9.866666666666667,10.133333333333333,17.912,11.175,6.54,11.62
2007-10-03,9.883333333333333,10.266666666666667,18.368,11.1925,6.66,12.18
2007-10-04,9.9,10.4,18.824,11.21,6.78,12.74
2007-10-05,10.1,10.5,19.28,11.0,6.9,13.3
2007-10-06,10.25,10.5,18.3,10.9875,6.5,10.0
2007-10-07,10.2,10.466666666666667,18.5,10.975,6.5,10.0
2007-10-08,10.15,10.433333333333332,17.7,10.9625,7.0,12.4
2007-10-09,10.1,10.4,16.0,10.95,7.0,11.5
2007-10-10,10.25,10.5,17.0,10.966666666666667,6.5,12.0
2007-10-11,10.15,10.5,17.0,10.983333333333333,7.0,12.32
2007-10-12,10.21,10.53,17.0,11.0,7.0,13.0
2007-10-13,10.27,10.56,17.0,11.05,7.0,13.0
2007-10-14,10.33,10.59,16.5,11.07,7.0,13.4
2007-10-15,10.39,10.62,17.0,11.09,6.6,16.0
2007-10-16,10.45,10.65,17.0,11.11,6.5,14.5
2007-10-17,10.9,11.1,16.5,11.0,6.5,14.5
2007-10-18,10.85,11.25,16.0,11.0,7.0,12.0
2007-10-19,10.75,11.35,14.5,11.0,7.0,12.5
2007-10-20,11.0,11.35,15.68,11.07,7.0,12.5
2007-10-21,10.833333333333332,11.35,14.5,11.116666666666667,7.0,15.37
2007-10-22,10.666666666666668,11.35,16.0,11.163333333333332,6.5,13.0
2007-10-23,10.5,11.35,15.5,11.21,6.5,12.0
2007-10-24,11.1,11.35,16.13,11.0,6.5,13.0
2007-10-25,11.1,11.2,16.0,11.041666666666668,6.0,12.0
2007-10-26,11.15,11.3,16.0,11.083333333333332,6.5,12.3
2007-10-27,10.75,11.15,16.6,11.125,6.3,13.0
2007-10-28,10.7,11.183333333333332,16.5,11.166666666666668,6.9,14.0
2007-10-29,10.65,11.216666666666667,16.0,11.208333333333332,6.5,14.0
2007-10-30,10.6,11.25,14.55,11.25,6.0,12.06
2007-10-31,10.65,11.216666666666667,12.8,11.25,5.64,12.0
2007-11-01,10.7,11.183333333333332,12.5,11.15,5.5,11.0
2007-11-02,10.75,11.15,12.26,11.0,6.0,12.4
2007-11-03,10.8,11.1,12.0,11.0,5.75,12.0
2007-11-04,10.783333333333333,11.233333333333333,12.4,11.036666666666667,5.5,12.166666666666668
2007-11-05,10.766666666666667,11.366666666666667,11.933333333333332,11.073333333333332,5.25,12.333333333333332
2007-11-06,10.75,11.5,11.466666666666667,11.11,5.0,12.5
2007-11-07,10.85,11.2,11.0,11.0,5.3,11.5
2007-11-08,10.866666666666667,11.233333333333333,11.0,10.985,5.5,11.0
2007-11-09,10.883333333333333,11.266666666666667,10.96,10.97,5.5,11.55
2007-11-10,10.9,11.3,10.92,10.955,5.5,12.1
2007-11-11,10.916666666666668,11.333333333333332,10.88,10.94,5.5,12.65
2007-11-12,10.933333333333332,11.366666666666667,10.84,10.925,5.5,13.2
2007-11-13,10.95,11.4,10.8,10.91,5.5,13.75
2007-11-14,10.966666666666667,11.433333333333332,10.5,11.01,5.5,16.38
2007-11-15,10.983333333333333,11.466666666666667,11.0,11.0,5.35,12.65
2007-11-16,11.0,11.5,12.0,10.9,5.4,14.0
2007-11-17,10.8,11.25,10.12,11.25,5.4,11.6
2007-11-18,10.75,11.233333333333333,11.0,11.166666666666668,4.75,13.0
2007-11-19,10.7,11.216666666666667,10.0,11.083333333333332,4.5,14.35
2007-11-20,10.65,11.2,9.0,11.0,4.7,14.6
2007-11-21,10.65,11.25,9.0,10.81,4.0,13.0
2007-11-22,10.5,11.2,9.0,11.11,5.0,12.3
2007-11-23,10.5,11.2,9.0,11.31,5.0,12.0
2007-11-24,10.5,11.25,8.0,11.21,5.0,13.0
2007-11-25,10.5,11.266666666666667,7.75,11.206666666666667,4.5,13.433333333333332
2007-11-26,10.5,11.283333333333333,7.5,11.203333333333333,4.8,13.866666666666667
2007-11-27,10.5,11.3,7.25,11.2,5.0,14.3
2007-11-28,10.35,11.05,7.0,11.11,5.0,13.0
2007-11-29,10.4,11.0,7.25,11.4,5.0,11.0
2007-11-30,10.25,10.75,7.4,11.5,4.5,12.33
2007-12-01,10.2,10.6,7.0,10.62,5.0,11.0
2007-12-02,10.233333333333334,10.566666666666668,7.4,10.63,5.0,12.0
2007-12-03,10.266666666666667,10.533333333333333,7.0,10.64,4.6,10.76
2007-12-04,10.3,10.5,7.0,10.65,4.5,12.5
2007-12-05,10.25,10.75,6.5,10.69,4.3,10.0
2007-12-06,10.25,10.85,6.5,10.73,4.5,11.0
2007-12-07,10.25,11.05,7.0,10.77,4.0,10.0
2007-12-08,10.4,11.2,7.0,10.81,4.25,10.5
2007-12-09,10.44,11.29,7.0,10.946666666666667,3.6,10.5
2007-12-10,10.48,11.38,6.5,11.083333333333332,4.1,12.0
2007-12-11,10.52,11.47,6.0,11.22,4.0,10.5
2007-12-12,10.56,11.56,6.5,10.82,4.0,11.1
2007-12-13,10.6,11.65,6.7,10.95,3.7,10.32
2007-12-14,10.5,11.5,6.75,11.5,4.0,9.94
2007-12-15,10.5,11.5,6.43,11.0,4.0,10.46
2007-12-16,10.433333333333332,11.466666666666667,6.5,10.953333333333333,4.15,10.98
2007-12-17,10.366666666666667,11.433333333333332,6.15,10.906666666666668,4.11,11.5
2007-12-18,10.3,11.4,6.0,10.86,4.0,11.0
2007-12-19,10.35,11.25,5.5,11.22,3.7,11.33
2007-12-20,10.3,11.2,6.35,11.11,3.0,11.2
2007-12-21,10.335714285714287,11.207142857142856,6.28,11.114736842105264,3.9,11.0
2007-12-22,10.371428571428572,11.214285714285712,6.21,11.119473684210528,3.5,11.31
2007-12-23,10.407142857142857,11.221428571428573,6.14,11.124210526315787,3.5,14.76
2007-12-24,10.442857142857145,11.22857142857143,6.07,11.128947368421054,3.5,13.0
2007-12-25,10.47857142857143,11.235714285714288,6.0,11.133684210526317,3.5,11.0
2007-12-26,10.514285714285714,11.242857142857142,6.0,11.138421052631578,3.3,12.5
2007-12-27,10.55,11.25,6.0,11.143157894736841,3.0,10.0
2007-12-28,10.45,11.1,6.0,11.147894736842105,3.0,12.86
2007-12-29,10.75,11.25,5.5,11.15263157894737,3.0,12.67
2007-12-30,10.733333333333333,11.25,5.87,11.157368421052633,3.0,10.0
2007-12-31,10.716666666666667,11.25,5.5,11.162105263157894,3.0,12.0
2008-01-01,10.7,11.25,5.533333333333334,11.166842105263159,3.0,12.086666666666668
2008-01-02,10.75,11.25,5.566666666666666,11.171578947368419,3.0,12.173333333333332
2008-01-03,10.8,11.3,5.6,11.176315789473684,3.0,12.26
2008-01-04,10.8,11.3,5.5,11.181052631578947,3.0,13.5
2008-01-05,10.75,11.2,5.35,11.185789473684212,3.3,13.21
2008-01-06,10.65,11.216666666666667,5.0,11.190526315789473,3.0,11.6
2008-01-07,10.55,11.233333333333333,4.7,11.195263157894738,3.0,12.5
2008-01-08,10.45,11.25,4.75,11.2,4.0,11.61
2008-01-09,10.5,11.2,4.6,11.0,4.0,12.5
2008-01-10,10.6,11.35,4.5,11.2,3.5,12.0
2008-01-11,10.5,11.55,4.5,11.0,4.0,11.6
2008-01-12,10.75,11.3,4.5,10.91,3.0,12.4
2008-01-13,10.7125,11.4,4.5,10.94,2.75,10.0
2008-01-14,10.675,11.5,4.5,10.97,3.0,10.0
2008-01-15,10.6375,11.6,4.0,11.0,2.7,11.5
2008-01-16,10.6,11.7,4.0,11.0,3.1,10.0
2008-01-17,10.5,11.5,4.0,11.0,3.0,12.0
2008-01-18,10.5,11.25,3.8,11.0,3.0,12.0
2008-01-19,10.6,11.6,4.0,11.0,3.0,12.0
2008-01-20,10.683333333333332,11.6,4.5,11.0,2.5,12.0
2008-01-21,10.766666666666667,11.6,4.5,11.0,3.0,13.2
2008-01-22,10.85,11.6,4.5,11.0,3.5,12.0
2008-01-23,10.9,11.2,4.5,11.11,3.5,11.3
2008-01-24,10.65,11.25,5.0,11.0,3.5,13.17
2008-01-25,10.75,11.3,5.3,11.000833333333333,3.5,14.0
2008-01-26,10.7125,11.2875,4.5,11.001666666666667,3.5,13.0
2008-01-27,10.675,11.275,4.5,11.0025,3.81,13.94
2008-01-28,10.6375,11.2625,4.5,11.003333333333332,3.8,13.0
2008-01-29,10.6,11.25,4.5,11.004166666666668,3.8666666666666663,12.666666666666668
2008-01-30,10.75,11.5,4.5,11.005,3.933333333333333,12.333333333333332
2008-01-31,10.6,11.5,4.5,11.005833333333333,4.0,12.0
2008-02-01,10.75,11.4,4.5,11.006666666666668,4.0,13.0
2008-02-02,10.85,12.05,4.3,11.0075,4.0,15.5
2008-02-03,10.816666666666668,11.95,4.87,11.008333333333333,4.5,14.0
2008-02-04,10.783333333333333,11.85,4.5,11.009166666666667,4.5,13.0
2008-02-05,10.75,11.75,4.5,11.01,4.5,12.0
2008-02-06,10.75,11.4,4.25,11.0,4.5,11.0
2008-02-07,10.75,11.75,4.5,10.75,4.3,13.0
2008-02-08,10.5,11.5,3.6,10.8,4.0,12.5
2008-02-09,11.0,11.75,4.0,10.85,4.0,10.0
2008-02-10,11.033333333333333,11.75,4.0,10.9,4.0,11.0
2008-02-11,11.066666666666668,11.75,3.6,10.95,3.883333333333333,12.65
2008-02-12,11.1,11.75,3.75,11.0,3.766666666666667,12.5
2008-02-13,11.8,12.2,3.65,11.0,3.65,15.0
2008-02-14,11.75,11.95,3.08,11.5,3.8,11.0
2008-02-15,11.45,12.2,4.0,11.51,4.0,13.5
2008-02-16,11.0,11.3,3.8,11.75,4.0,12.0
2008-02-17,10.916666666666668,11.366666666666667,3.5,11.6,4.0,11.54
2008-02-18,10.833333333333332,11.433333333333332,3.6,11.45,4.0,14.5
2008-02-19,10.75,11.5,3.6,11.3,3.0,12.5
2008-02-20,10.8,11.6,4.0,11.15,3.5,15.0
2008-02-21,10.75,11.25,4.0,11.0,4.5,12.5
2008-02-22,11.0,11.25,4.5,12.05,4.0,13.0
2008-02-23,10.85,11.2,4.0,11.91,4.0,14.0
2008-02-24,10.866666666666667,11.2,4.5,11.876666666666667,4.0,12.5
2008-02-25,10.883333333333333,11.2,4.5,11.843333333333332,4.0,13.0
2008-02-26,10.9,11.2,4.5,11.81,3.5,14.5
2008-02-27,11.0,12.2,4.5,12.0,4.0,10.0
2008-02-28,10.9,11.25,4.2,12.5,3.75,11.0
2008-02-29,11.0,11.6,4.5,12.21,4.0,12.5
